Personal income,    Compensation of employees,        Wages and salaries,            Private industries,            Government,        Supplements to wages and salaries,            Employer contributions for employee pension and insurance funds 1,            Employer contributions for government social insurance,    Proprietors' income with inventory valuation and capital consumption adjustments,        Farm,        Nonfarm,    Rental income of persons with capital consumption adjustment,    Personal income receipts on assets,        Personal interest income,        Personal dividend income,    Personal current transfer receipts,        Government social benefits to persons,            Social security 2,            Medicare 3,            Medicaid,            Unemployment insurance,            Veterans' benefits,            Other,"        Other current transfer receipts, from business (net)","    Less: Contributions for government social insurance, domestic",Less: Personal current taxes,Equals: Disposable personal income,Less: Personal outlays,    Personal consumption expenditures,    Personal interest payments 4,    Personal current transfer payments,        To government,        To the rest of the world (net),Equals: Personal saving,    Personal saving as a percentage of disposable personal income,"    Personal income excluding current transfer receipts, billions of chained (2009) dollars 5","        Total, billions of chained (2009) dollars 5",            Current dollars,            Chained (2009) dollars,"    Population (midperiod, thousands)","        Disposable personal income, current dollars","        Disposable personal income, chained (2009) dollars"
190.2,129.1,118.9,101.7,17.1,10.3,5.6,4.7,36.2,16,20.2,6.7,14.8,8.8,6,9.7,9.4,0.4,---,---,1.6,5.4,1.9,0.4,6.3,19.2,171,158.1,156.3,0.9,0.9,0.2,0.7,12.9,7.5,1384.8,1312.3,1194,9167,143156,---,---
189.9,130.9,121.3,103.9,17.3,9.7,5.4,4.3,33.3,12.4,20.9,6.8,15.3,9,6.3,9.6,9.2,0.5,---,---,1.6,5.1,2.1,0.4,6,19.5,170.4,161.9,160.2,0.9,0.8,0.2,0.6,8.5,5,1372.7,1297.4,1185,9022,143803,-1.3,-4.5
197.8,132.9,124,106.4,17.6,8.9,5.4,3.5,33.9,14.1,19.8,7,15.7,9.2,6.5,13.5,13.1,0.5,---,---,1.6,8.5,2.4,0.4,5.2,19.7,178,165.5,163.7,1,0.9,0.2,0.7,12.5,7,1377.5,1330.7,1232,9211,144462,19.1,10.7
200.6,137,128.3,110.3,18,8.7,5.5,3.2,35,14.9,20,7.2,15.8,9.3,6.4,10.5,10.1,0.5,---,---,1.5,5.8,2.3,0.4,4.8,20.8,179.8,169.7,167.8,1,0.9,0.2,0.6,10.2,5.7,1386.5,1311.5,1239,9036,145135,4.1,-5.6
206.6,140.6,131.7,113.4,18.3,8.9,5.7,3.2,36.4,14.5,21.9,7.3,16.5,9.5,7,10.7,10.3,0.5,---,---,1.2,5.9,2.8,0.4,4.8,21.2,185.4,172.7,170.5,1.2,1,0.3,0.8,12.8,6.9,1413.1,1337.3,1272,9175,145761,13,8.1
212.1,142.2,133.4,114.7,18.6,8.9,5.9,3,40.2,18,22.3,7.5,16.3,9.7,6.7,10.4,10.1,0.5,---,---,1.3,5.7,2.6,0.4,4.6,18.9,193.2,176.5,174.3,1.3,1,0.3,0.7,16.7,8.6,1439.9,1379.1,1320,9424,146341,17.8,13.1
217.6,147,138.1,118.8,19.3,8.9,6,2.9,40.6,17.9,22.7,7.5,16.9,9.8,7.1,10.1,9.7,0.6,---,---,1.3,5.4,2.5,0.4,4.6,18.2,199.4,179.4,177.2,1.3,0.9,0.3,0.6,19.9,10,1458.9,1401.7,1356,9537,146973,13.4,6.7
218.3,148.1,139.1,119.2,19.9,9,6.1,2.9,39.9,16.4,23.5,7.6,17.4,10,7.4,9.8,9.4,0.6,---,---,1.4,5.2,2.3,0.4,4.5,18.4,199.9,180.4,178.1,1.4,0.9,0.3,0.6,19.5,9.8,1470.6,1409.5,1353,9546,147659,1,2.3
212.2,146.4,136.7,116.4,20.4,9.7,6.2,3.5,35.4,12.7,22.7,7.5,17.5,10.3,7.2,10.5,10.1,0.6,---,---,1.7,5.2,2.7,0.3,5.2,17.8,194.4,179.2,177,1.4,0.9,0.3,0.5,15.2,7.8,1433.9,1381.8,1311,9318,148298,-10.5,-7.6
211.2,144.9,135,114.3,20.7,9.9,6.3,3.5,34.9,12.1,22.8,7.7,17.7,10.5,7.2,11,10.7,0.7,---,---,2.1,5,3,0.3,5.1,17,194.2,180.9,178.6,1.5,0.8,0.3,0.5,13.2,6.8,1431.2,1388.6,1304,9326,148891,-0.5,2
210.6,143.8,134,112.9,21.1,9.8,6.5,3.3,34.2,11.6,22.6,7.9,17.9,10.8,7.1,11.5,11.2,0.7,---,---,2.4,4.8,3.3,0.4,4.8,16.3,194.3,180.4,177.9,1.6,0.8,0.3,0.5,13.9,7.2,1431.7,1397.5,1299,9346,149529,0.2,2.6
211,143,133.2,112,21.2,9.8,6.7,3,34.2,11.5,22.7,8.1,18.5,11.1,7.4,11.8,11.4,0.7,---,---,2.8,4.6,3.3,0.4,4.5,15.8,195.2,182.9,180.4,1.7,0.8,0.3,0.5,12.3,6.3,1434.4,1405.4,1299,9356,150211,1.9,2.3
226.5,147.2,136.9,115.6,21.2,10.3,7.1,3.3,36.2,12.2,24,8.5,19.7,11.4,8.3,20.2,19.8,0.7,---,---,2.1,13.6,3.4,0.4,5.3,16.6,209.9,185.7,183.1,1.8,0.8,0.3,0.5,24.2,11.5,1487.9,1513.7,1391,10035,150852,33.6,34.6
227.8,153.8,143,121.2,21.8,10.8,7.5,3.3,36.8,12.2,24.6,8.7,20.1,11.7,8.4,13.8,13.3,0.8,---,---,1.6,7.1,3.8,0.5,5.3,17.6,210.2,189.7,187,2,0.8,0.3,0.4,20.6,9.8,1536.5,1509.2,1389,9969,151385,0.7,-1.2
236.2,162.5,151,128.1,23,11.5,8.1,3.4,38.5,13.1,25.4,8.8,21.1,12,9.2,10.8,10.2,0.8,---,---,1.2,5.2,3,0.6,5.5,18.9,217.3,203.5,200.7,2.1,0.7,0.3,0.4,13.8,6.3,1585.1,1528.1,1429,10051,152039,14.2,5.1
245.1,170.3,158.1,133.5,24.5,12.3,8.7,3.6,38.5,13.9,24.6,9.1,21.8,12.2,9.5,11.1,10.4,1.5,---,---,1.1,4.8,3,0.7,5.8,22.5,222.6,201,198.1,2.2,0.7,0.3,0.4,21.5,9.7,1616.5,1537.5,1457,10067,152724,10,2.5
254.4,178.8,165.3,138.6,26.7,13.5,9.4,4,40.9,15,25.9,9.3,20.9,12.5,8.4,11.1,10.3,1.7,---,---,0.8,4.5,3.2,0.8,6.6,24.4,229.9,212.3,209.4,2.2,0.7,0.3,0.4,17.6,7.7,1628.5,1539.3,1500,10038,153336,13.9,0.5
263.3,185.1,171,142.5,28.5,14.1,10,4.1,42.5,15.4,27.1,9.6,21.4,12.7,8.6,11.4,10.5,1.9,---,---,0.8,4.6,3.3,0.9,6.7,26.4,237,208,205.1,2.2,0.7,0.3,0.4,28.9,12.2,1672.9,1573.5,1539,10221,153947,12.8,9.2
267.8,188.1,173.5,143.3,30.2,14.6,10.5,4.1,43.2,15.1,28.1,9.9,21.6,13,8.6,11.6,10.7,1.9,---,---,0.9,4.7,3.2,0.9,6.6,27.8,240,210.7,207.8,2.2,0.7,0.4,0.4,29.3,12.2,1698.9,1591.4,1552,10290,154655,5.2,4.6
272.3,191.7,176.6,145.1,31.5,15.1,11,4.1,43.7,15.7,28,10.1,21.9,13.2,8.7,11.6,10.6,1.9,---,---,1,4.5,3.1,0.9,6.7,29.6,242.7,214.7,211.7,2.2,0.8,0.4,0.4,28,11.5,1706.9,1588.5,1562,10223,155389,4.6,-0.7
274.5,196.4,181,148.6,32.4,15.3,11.2,4.1,41.7,13.7,28,10.4,21.6,13.4,8.2,11.4,10.5,2,---,---,1.1,4,3.4,0.9,6.9,30.9,243.6,216.2,213.1,2.3,0.7,0.4,0.4,27.4,11.3,1714.7,1587.7,1561,10176,156033,1.5,-0.2
278.4,197.7,182.1,149,33.1,15.6,11.5,4.1,43,14.5,28.4,10.7,22.4,13.7,8.7,11.5,10.6,2,---,---,1,4,3.5,0.9,6.8,31.8,246.6,220.4,217.2,2.5,0.7,0.4,0.4,26.2,10.6,1740,1607.8,1574,10264,156644,5.1,5.2
285.5,201.8,186,152.2,33.8,15.8,11.7,4.1,44.7,16,28.8,10.9,22.7,14.1,8.6,12.3,11.4,2.1,---,---,1.2,4.7,3.4,0.9,6.9,32.3,253.2,223.1,219.7,2.6,0.8,0.4,0.4,30.1,11.9,1769.7,1640.2,1610,10425,157324,11.2,8.3
292.2,209.6,193.5,159.3,34.2,16.1,11.9,4.2,42.8,13,29.7,11.3,23.3,14.5,8.8,12.3,11.5,2.6,---,---,0.9,4.6,3.4,0.9,7.1,33.1,259.1,231.5,227.9,2.8,0.8,0.4,0.4,27.6,10.7,1809.3,1675.4,1640,10601,158043,9.6,8.9
296.7,213.4,197.1,162.7,34.3,16.3,12.1,4.2,43,13,29.9,11.6,23.5,15,8.4,12.4,11.5,2.7,---,---,1,4.3,3.4,0.9,7.1,33.4,263.3,235.3,231.5,3,0.9,0.4,0.5,28,10.6,1831.4,1695.8,1660,10689,158648,6.6,5
300.6,216.5,200,165.7,34.4,16.5,12.3,4.2,42.3,12.4,29.9,11.9,24.7,15.5,9.2,12.3,11.4,3,---,---,0.9,4,3.5,0.9,7.1,33.4,267.1,237.3,233.2,3.2,0.9,0.4,0.5,29.9,11.2,1853.7,1717.9,1678,10788,159234,6,5.3
300.5,216.8,200.1,165.9,34.3,16.7,12.4,4.3,41.2,11.7,29.5,12.2,25,15.9,9,12.5,11.7,3.1,---,---,1,3.9,3.7,0.8,7.2,33.2,267.3,238.1,233.9,3.3,0.9,0.4,0.5,29.2,10.9,1841.9,1709.7,1671,10688,159963,0.3,-1.9
300.5,215.4,198.7,164.3,34.4,16.7,12.5,4.2,41.6,11.5,30,12.5,25.2,16.3,8.9,12.9,12.1,3.1,---,---,1.4,4.1,3.5,0.8,7.1,32.9,267.6,237.7,233.4,3.4,0.9,0.4,0.5,29.9,11.2,1831.6,1704,1665,10602,160713,0.4,-1.3
300.5,213.4,196.4,162,34.4,17,12.4,4.6,42.7,12.9,29.8,12.8,26.2,16.7,9.4,13.5,12.9,3.3,---,---,2,4,3.6,0.6,8.1,30.2,270.3,239.7,235.4,3.4,0.8,0.4,0.4,30.6,11.3,1818.5,1712.7,1675,10612,161389,4.1,2.1
300.2,213,196,161.2,34.7,17,12.4,4.6,42.1,11.7,30.4,13,26,17.1,8.9,14.1,13.6,3.5,---,---,2.4,4,3.7,0.5,8,30,270.2,242.4,238.2,3.4,0.8,0.4,0.4,27.8,10.3,1815,1714.3,1667,10579,162044,-0.2,0.4
302.2,213.5,196.3,161.2,35.1,17.2,12.6,4.6,42.2,11.8,30.5,13.1,26.8,17.5,9.3,14.5,13.9,3.6,---,---,2.5,4,3.8,0.5,8.1,30,272.2,245.1,240.6,3.4,1.1,0.4,0.7,27,9.9,1831.3,1732.5,1672,10642,162792,2.9,4.3
307.6,217.8,200.4,165,35.4,17.5,12.8,4.6,42,10.7,31.3,13.3,27.4,17.9,9.5,15.2,14.6,4.1,---,---,2.4,4.2,3.8,0.6,8.1,30.5,277.1,249.8,245.4,3.5,0.9,0.4,0.4,27.3,9.9,1863.1,1765.7,1694,10794,163585,7.4,7.9
313.9,222.2,204.1,168.6,35.5,18.2,13.1,5,43.7,10.9,32.7,13.3,28.3,18.2,10,15.3,14.6,4.4,---,---,1.9,4.3,3.9,0.7,8.9,31.4,282.5,256.3,251.8,3.6,0.9,0.4,0.4,26.3,9.3,1896.9,1794.5,1720,10924,164266,8.1,6.7
321.5,228.4,209.9,173.6,36.2,18.6,13.4,5.1,44.3,11.3,33,13.4,28.8,18.7,10.2,15.6,14.7,4.8,---,---,1.6,4.4,3.9,0.9,9,32.4,289.1,261.6,256.8,3.9,0.8,0.4,0.4,27.5,9.5,1940.7,1834,1753,11120,164926,9.6,9.1
328.9,234.2,215.2,177.8,37.4,19,13.7,5.2,44.6,10.7,33.9,13.4,29.9,19.1,10.8,15.9,14.9,5.2,---,---,1.4,4.4,3.8,1,9.2,33.4,295.5,266,261,4.1,0.8,0.4,0.4,29.5,10,1978.3,1867.7,1784,11273,165674,9.3,7.6
334,238.7,219.5,182.2,37.3,19.3,14,5.3,44.5,10,34.5,13.5,30.6,19.6,10.9,16,14.9,5.2,---,---,1.4,4.3,3.9,1.1,9.3,34.2,299.8,270.2,265.1,4.3,0.9,0.4,0.4,29.6,9.9,2004.6,1889.5,1801,11350,166481,5.9,4.7
339.5,243.2,223.3,185.4,37.8,19.9,14.3,5.6,44.9,10.2,34.7,13.6,31.4,20.2,11.2,16.3,15.2,5.3,---,---,1.5,4.4,3.9,1.2,9.9,35.4,304.1,272,266.6,4.5,1,0.5,0.5,32.1,10.6,2028.4,1909,1819,11418,167190,5.9,4.2
345.3,247.9,227.5,189,38.5,20.4,14.7,5.7,45.3,10.4,34.9,13.6,32,20.8,11.2,16.6,15.4,5.5,---,---,1.5,4.3,4,1.2,10,36.2,309.1,274.8,269.3,4.6,1,0.5,0.5,34.3,11.1,2049.7,1927.1,1841,11479,167869,6.7,3.8
350.6,250.8,230,190.8,39.2,20.8,15.2,5.7,46.4,10.9,35.5,13.7,32.7,21.5,11.2,17.1,15.8,5.8,---,---,1.7,4.3,4,1.3,10,36.9,313.7,278.1,272.5,4.6,1,0.5,0.5,35.6,11.3,2059.4,1936.9,1860,11484,168654,6.1,2.1
358.2,256.7,235.4,195.7,39.7,21.4,15.6,5.8,46.8,10.9,35.8,13.8,33.7,22.2,11.6,17.3,16,5.9,---,---,1.6,4.3,4.2,1.3,10.1,37.9,320.3,283.6,277.9,4.7,1,0.5,0.5,36.8,11.5,2092.3,1966.3,1890,11601,169497,8.7,6.2
362.8,260.6,238.3,198,40.2,22.4,16,6.4,46.9,9.9,37,13.9,34.5,22.9,11.6,18.2,16.8,6.4,---,---,1.7,4.4,4.3,1.4,11.4,38.6,324.2,288.2,282.3,4.7,1.1,0.5,0.5,36,11.1,2096,1972.1,1904,11586,170218,4.9,1.2
367.5,262.5,239.6,198.9,40.7,22.8,16.4,6.4,47.7,10.5,37.2,14,35.4,23.6,11.8,19.4,18,7.5,---,---,1.7,4.5,4.3,1.4,11.4,39,328.5,290.5,284.6,4.8,1.1,0.6,0.5,38,11.6,2104,1986,1922,11620,170915,5.5,2.8
372.2,265.1,241.8,200.3,41.5,23.3,16.9,6.4,48.8,11,37.8,14.1,36,24.1,11.9,19.6,18.2,7.5,---,---,1.8,4.5,4.4,1.4,11.5,39.2,333,295.2,289.2,4.9,1.1,0.6,0.5,37.8,11.4,2114.1,1996.8,1940,11631,171684,5.5,2.2
371.5,263.7,240.1,198.5,41.6,23.6,17.3,6.3,47.7,10.7,37,14.3,36.3,24.6,11.7,20.8,19.4,7.8,---,---,2.5,4.5,4.5,1.4,11.3,38.8,332.7,296.8,290.8,5,1.1,0.6,0.5,35.9,10.8,2092.1,1984.9,1929,11509,172463,-0.3,-2.4
372.4,260.2,236.7,194.7,42,23.5,17.2,6.3,50.3,13.3,36.9,14.6,36.6,25,11.6,22.1,20.8,8,---,---,3.5,4.5,4.8,1.3,11.3,38.2,334.2,296.4,290.3,5,1,0.6,0.4,37.8,11.3,2064.5,1969.8,1931,11379,173116,1.9,-3
374.8,259.9,236.3,193.2,43.1,23.6,17.3,6.3,50.3,13,37.3,14.8,37.2,25.5,11.7,23.9,22.6,8.4,---,---,4.6,4.7,4.9,1.3,11.3,37.7,337.1,299.2,293.2,5,1,0.6,0.4,37.8,11.2,2064.1,1983,1940,11411,173781,3.4,2.7
383.1,267.7,243.8,197.7,46.1,23.8,17.5,6.4,50.1,12.1,38,14.9,37.6,26,11.7,24.2,23,8.6,---,---,4.8,4.5,4.9,1.2,11.4,38.9,344.1,304.2,298.3,5,1,0.6,0.4,39.9,11.6,2109.7,2022.9,1972,11590,174535,8.6,8.3
387.6,272.7,248.4,203.2,45.3,24.3,17.8,6.4,49.9,11.2,38.7,15,37.9,26.5,11.4,23.7,22.5,8.8,---,---,4,4.5,5.1,1.2,11.5,39.4,348.2,308.2,302.2,5,1,0.6,0.5,40,11.5,2140,2047.6,1986,11678,175340,4.8,5
394.4,280.2,254,208.6,45.5,26.2,18.5,7.8,50.1,10.9,39.2,15,38.8,26.7,12.1,24,22.7,9.7,---,---,3.2,4.6,5.3,1.3,13.7,40.8,353.6,315.8,309.9,5.1,0.8,0.3,0.5,37.8,10.7,2162.8,2065,2009,11730,176045,6.3,3.4
402.7,286.9,260.6,214.7,45.8,26.4,18.5,7.9,50.3,9.9,40.5,15.4,40,27.5,12.5,23.9,22.6,10,---,---,2.7,4.5,5.3,1.3,13.9,42,360.7,322,315.9,5.3,0.8,0.3,0.5,38.7,10.7,2203,2098,2041,11871,176727,8.2,6.5
405,287.4,260.9,214.7,46.2,26.5,18.6,7.9,50.4,9.4,41,15.8,41.2,28.4,12.8,24.2,22.8,10.3,---,---,2.6,4.4,5.4,1.3,13.9,42.7,362.4,327.4,321.1,5.6,0.8,0.3,0.5,34.9,9.6,2202.1,2095.1,2042,11805,177481,1.8,-0.5
410.7,290.7,263.9,217.2,46.7,26.8,18.9,7.9,50.6,10.1,40.5,16,42.4,29.5,13,24.8,23.5,10.6,---,---,2.9,4.4,5.5,1.4,13.9,43.7,366.9,329.8,323.2,5.8,0.8,0.3,0.5,37.1,10.1,2218.8,2110.1,2058,11837,178268,5.2,2.9
417.1,299.3,270.7,223,47.7,28.5,19.3,9.3,49.7,9.6,40.1,16.2,43.6,30.5,13.2,24.6,23.3,10.8,---,---,2.6,4.4,5.6,1.3,16.4,45.3,371.8,333.5,326.7,6,0.8,0.3,0.4,38.3,10.3,2253.9,2135.2,2069,11883,179694,5.4,4.8
422.1,302.3,273.4,224.8,48.6,28.9,19.6,9.3,50.7,10.6,40.1,16.4,43.9,30.7,13.2,25.3,24,11,---,---,2.8,4.5,5.7,1.3,16.5,46,376.1,339.6,332.6,6.2,0.8,0.3,0.5,36.5,9.7,2267.2,2148.6,2086,11915,180335,4.7,2.5
424.7,303.2,274,224.1,49.9,29.2,19.9,9.3,50.9,11,39.9,16.5,44.6,31.1,13.5,26,24.7,11.3,---,---,3.2,4.5,5.8,1.3,16.5,46.5,378.2,339.7,332.5,6.3,0.8,0.4,0.5,38.5,10.2,2269,2152.4,2088,11885,181094,2.3,0.7
426.2,302.7,273.3,222.8,50.5,29.4,20.2,9.2,51,11.3,39.7,16.7,45.1,31.6,13.5,27,25.7,11.5,---,---,3.7,4.6,5.9,1.3,16.4,46.4,379.7,341.8,334.5,6.4,0.9,0.4,0.5,38,10,2261.5,2151.5,2087,11827,181915,1.6,-0.2
430.7,303.7,273.8,222.7,51.1,30,20.5,9.5,52.3,11.5,40.8,16.9,45.6,32,13.6,28.8,27.5,12,---,---,4.2,5.4,6,1.3,16.7,46.5,384.1,342.4,335,6.5,0.9,0.4,0.5,41.7,10.9,2272.3,2172.4,2103,11895,182634,4.7,3.9
436.9,308,277.6,225.8,51.8,30.3,20.8,9.6,52.6,10.9,41.8,17.1,46.4,32.8,13.6,29.7,28.3,12.3,---,---,5.2,4.6,6.1,1.3,16.9,46.9,390,347.4,339.9,6.5,0.9,0.5,0.5,42.6,10.9,2303.1,2205.5,2127,12030,183337,6.2,6.2
444,313,282.3,229.5,52.8,30.8,21.1,9.6,53.3,11,42.3,17.3,47.5,33.6,13.9,29.9,28.5,12.8,---,---,4.4,5,6.3,1.4,17.1,47.4,396.6,350.3,342.8,6.5,1,0.5,0.5,46.2,11.7,2333.6,2234.8,2154,12139,184103,7,5.4
452.8,319.7,288.4,234.2,54.2,31.2,21.5,9.8,54.5,11.5,43,17.5,49.1,34.6,14.5,29.4,28,13.4,---,---,3.7,4.5,6.4,1.4,17.3,48.1,404.7,357.8,350.1,6.6,1,0.5,0.5,46.9,11.6,2383.4,2277.9,2189,12320,184894,8.4,7.9
459.7,326.2,293.3,238,55.3,32.9,21.9,11,55.3,11.9,43.5,17.7,49.4,34.8,14.6,30,28.5,13.8,---,---,3.5,4.6,6.7,1.5,18.9,49.4,410.3,363.1,355.4,6.6,1.1,0.5,0.5,47.2,11.5,2408.4,2299.7,2211,12394,185553,5.7,3.9
467,332.1,298.7,242.8,56,33.4,22.2,11.2,55,11.1,43.9,18,51.1,36.1,15,30,28.5,14.1,---,---,3.1,4.5,6.7,1.5,19.1,50.9,416.1,369,361,6.8,1.1,0.5,0.6,47.2,11.3,2440.8,2323.9,2235,12480,186203,5.8,4.3
471.7,334.9,301.2,244.7,56.5,33.8,22.5,11.2,54.9,10.7,44.2,18.2,52.5,37.3,15.2,30.4,28.9,14.5,---,---,3,4.5,6.8,1.6,19.2,52.3,419.4,373.1,364.9,7.1,1.1,0.5,0.6,46.3,11,2458,2336,2243,12497,186926,3.2,2.1
477.9,338.4,304.2,246.6,57.6,34.1,22.9,11.3,55.8,11.3,44.5,18.3,53.6,38.2,15.4,31.2,29.5,14.8,---,---,3.1,4.7,7,1.6,19.3,53.6,424.3,379.5,371.1,7.3,1.1,0.5,0.6,44.8,10.6,2481.1,2356.6,2261,12556,187680,4.8,3.6
483.3,343.4,308,249.3,58.6,35.4,23.2,12.2,56,11.4,44.6,18.5,54,38.3,15.8,32.6,30.9,14.9,---,---,3.2,5.6,7.1,1.8,21.3,54.1,429.2,383.4,374.7,7.5,1.2,0.5,0.7,45.8,10.7,2495.6,2376.8,2279,12622,188299,4.6,3.5
488.1,348.3,312.4,253,59.4,36,23.6,12.3,55.8,10.8,45,18.7,55.2,39.1,16.1,31.7,29.9,15.2,---,---,3.1,4.4,7.2,1.8,21.5,54.3,433.8,387.8,378.9,7.8,1.1,0.5,0.6,46,10.6,2524,2398.9,2296,12699,188906,4.4,3.8
495.3,353.4,316.8,256.7,60.2,36.6,24.1,12.5,56.2,10.7,45.5,18.8,56.6,40.2,16.3,32,30.1,15.4,---,---,3,4.4,7.3,1.9,21.8,54.6,440.7,395.1,385.8,8.1,1.2,0.5,0.7,45.5,10.3,2549.9,2425.4,2324,12790,189631,6.5,4.5
504.7,359.6,322.2,260.3,61.9,37.3,24.7,12.6,57.6,11.1,46.5,18.8,58.2,41.5,16.8,32.5,30.6,15.5,---,---,3,4.5,7.5,2,22,55.2,449.5,400.1,390.5,8.4,1.2,0.5,0.7,49.4,11,2589.3,2465,2361,12949,190362,8.3,6.7
514.3,366,328.2,265.1,63.1,37.8,25.3,12.4,57.9,9.9,48,18.8,60,42.6,17.5,33.6,31.5,15.7,---,---,2.9,5.2,7.7,2.1,22,53.8,460.6,409.9,400.1,8.5,1.3,0.6,0.7,50.7,11,2623.5,2513.4,2412,13162,190954,10.2,8.1
523.7,373.5,334.8,270.7,64.2,38.6,26.1,12.6,58.8,9.5,49.3,18.8,61.7,43.7,18,33.2,31,15.9,---,---,2.9,4.4,7.8,2.2,22.3,49.7,474,418.2,408.1,8.8,1.3,0.6,0.7,55.8,11.8,2670.8,2580.9,2474,13473,191560,12.2,11.2
533.3,380.9,341.4,275.7,65.7,39.5,26.7,12.7,59.3,9.3,50,18.9,63.3,44.9,18.4,33.5,31.3,16.2,---,---,2.7,4.4,7.9,2.2,22.5,51.6,481.7,427.5,417,9.1,1.3,0.6,0.7,54.3,11.3,2712.3,2614.2,2506,13598,192256,6.7,5.3
542.1,387,346.7,279.9,66.8,40.3,27.5,12.8,60.5,10.4,50.1,18.8,64.8,45.9,18.9,33.7,31.5,16.3,---,---,2.6,4.4,8.1,2.3,22.7,53.2,488.8,430.3,419.6,9.3,1.4,0.6,0.8,58.6,12,2749.2,2643.9,2534,13703,192938,6,4.6
553.1,393.8,352.8,285.4,67.5,41,28.2,12.8,61.9,11.4,50.5,19.1,66.1,46.9,19.2,35,32.7,16.5,---,---,2.5,5.4,8.3,2.3,22.9,57,496.2,441.1,430.3,9.5,1.3,0.6,0.7,55.1,11.1,2793.2,2675,2565,13826,193467,6.1,4.8
562.7,400.8,358.9,290.3,68.5,42,29,13,63.2,12,51.2,19.3,68,48.1,19.9,34.6,32.3,16.7,---,---,2.4,4.6,8.6,2.3,23.2,58.4,504.3,448.5,437.2,9.9,1.4,0.6,0.8,55.8,11.1,2832.8,2705.3,2600,13945,193994,6.7,4.6
577.1,409.3,366.2,295.7,70.5,43.1,29.9,13.2,64,12.2,51.8,19.5,69.7,49.2,20.5,38.1,35.9,20.1,---,---,2.3,4.7,8.7,2.2,23.6,57,520.1,457.9,446.4,10.1,1.4,0.6,0.8,62.1,11.9,2880.3,2779.5,2672,14279,194647,13.1,11.4
590.4,421.4,377.1,304,73.2,44.3,30.9,13.4,65.6,12.5,53,19.5,71.1,49.9,21.2,36.9,34.7,18.9,---,---,2.2,4.7,8.9,2.2,24,58.3,532.2,472,460.4,10.2,1.4,0.6,0.8,60.1,11.3,2949.3,2835.4,2725,14520,195279,9.6,8.3
603.1,434.1,385.8,310.8,74.9,48.3,31.9,16.5,69.2,14.9,54.4,19.8,72.5,51.3,21.3,37.8,35.7,19.3,---,1.6,2.1,5.1,7.7,2.2,30.4,61.5,541.6,482.6,470.8,10.4,1.4,0.7,0.8,59,10.9,2988.7,2863.5,2767,14628,195763,7.3,4
613,445.4,395.9,319,76.9,49.5,32.8,16.7,67.2,12.7,54.5,19.8,73.6,52.8,20.9,37.9,35.8,19.7,---,1.9,1.8,4.4,8,2.1,30.8,65.6,547.5,488,475.9,10.6,1.5,0.7,0.8,59.5,10.9,3016.1,2870.9,2789,14627,196277,4.4,1
626.3,456.7,406.1,326.3,79.8,50.6,33.6,17,67.2,12.3,54.9,20,74.7,54.1,20.5,39.6,37.5,19.9,1.2,1.9,1.9,4.4,8.2,2.1,31.9,67.9,558.4,497.3,485,10.7,1.6,0.8,0.8,61.1,10.9,3053,2905.9,2836,14760,196877,8.2,5
639.8,464.9,413.5,331.5,82,51.4,34.3,17.2,68.1,12.2,55.9,20,75.8,55.8,20,43.1,41,20.2,2.9,2.2,1.9,5.4,8.5,2.1,32.2,70.6,569.3,503.3,490.8,10.9,1.6,0.9,0.8,65.9,11.6,3081.2,2939.6,2883,14885,197481,8,4.7
650.6,471.1,418.8,335.4,83.5,52.3,34.7,17.6,68.9,11.9,57,20.3,77.9,56.9,21.1,46.1,43.9,20.7,3.8,2.2,2.1,6.2,8.9,2.2,33.6,71.2,579.5,507.9,495.1,11.1,1.8,0.9,0.9,71.6,12.3,3112.6,2983.4,2927,15070,197967,7.4,6.1
657.7,476.8,423.6,338.6,85,53.2,35.4,17.8,68.5,11.1,57.4,20.4,79.4,57.7,21.7,47.2,45,21.1,4.5,2.5,2.3,5.3,9.3,2.2,34.6,70.9,586.7,517.6,504.2,11.1,2.3,1,1.4,69.1,11.8,3128.3,3006.8,2957,15151,198455,5.1,3.2
671.6,486.4,432,344.9,87.1,54.4,36.3,18.2,70.5,12,58.6,20.4,80.7,58.6,22.1,48.7,46.4,21.3,5.1,2.9,2.3,5.3,9.6,2.3,35.2,73.8,597.7,524.6,511.4,11.2,2,1,1,73.2,12.2,3162.7,3035.1,3003,15251,199012,7.7,3.8
683.1,497.4,441.6,351.2,90.4,55.8,37.3,18.6,70,11.5,58.4,20.3,81.3,60.1,21.2,50,47.7,21.5,5.4,3.2,2.2,5.4,9.9,2.4,36,75.9,607.2,532.2,518.9,11.3,1.9,1,0.9,75,12.4,3187.2,3057.1,3042,15318,199572,6.5,2.9
702.6,512.2,454.2,361.5,92.8,57.9,38.5,19.4,71.7,11.6,60.1,20.1,83.9,61.3,22.6,52.4,49.9,22.5,5.6,3.6,2.3,5.8,10.2,2.5,37.6,78.6,624.1,550.4,536.9,11.6,2,1,0.9,73.7,11.8,3239.6,3109.3,3120,15547,199995,11.6,7
722.6,525.3,465.9,370.7,95.2,59.4,39.6,19.8,73.2,11.2,61.9,20.1,86.5,63.2,23.4,55.9,53.2,24.8,5.8,4.1,2.1,5.8,10.6,2.7,38.4,81.7,640.9,564.6,550.6,12,2,1,0.9,76.4,11.9,3288.2,3161.2,3197,15770,200452,11.3,6.8
