        Gross domestic product,Personal consumption expenditures,    Goods,        Durable goods,        Nondurable goods,    Services,Gross private domestic investment,    Fixed investment,        Nonresidential,            Structures,            Equipment,            Intellectual property products,        Residential,    Change in private inventories,Net exports of goods and services,    Exports,        Goods,        Services,    Imports,        Goods,        Services,Government consumption expenditures and gross investment,    Federal,        National defense,        Nondefense,    State and local
3131.8,1890.7,860.1,246,614,1030.6,619.4,580.6,443,150,232,61.1,137.6,38.8,-14.3,305.5,247.2,58.2,319.7,270.2,49.5,636,296.5,198.9,97.6,339.4
3167.3,1921.9,863.8,240.9,622.8,1058.1,609.8,598.1,462.9,161,238.3,63.5,135.3,11.7,-13.5,308.5,248.7,59.7,322,271.8,50.2,649,309.4,208.1,101.3,339.6
3261.2,1961.2,881.1,251.9,629.1,1080.2,652.3,608.3,482.1,169.7,246.6,65.8,126.2,44,-7.6,302.3,241.7,60.6,309.9,260.5,49.4,655.2,312.5,212.1,100.4,342.7
3283.5,1976.1,872.5,236.8,635.7,1103.6,643.4,618.6,503.8,188.5,246.5,68.7,114.8,24.8,-14.8,304.7,243.1,61.6,319.4,268.8,50.6,678.8,328.5,225.6,102.9,350.3
3273.8,2014.4,886.3,246.4,639.9,1128.1,588.3,609.8,500.1,186.6,242.8,70.6,109.7,-21.5,-16.3,293.2,232.3,60.9,309.5,257.6,51.9,687.4,332.5,230.1,102.4,354.9
3331.3,2041.1,887.9,249.2,638.7,1153.1,593.6,597.8,490.1,182.5,235.4,72.2,107.7,-4.2,-4.4,294.7,233.9,60.9,299.1,245.8,53.3,701,339.5,239.3,100.1,361.5
3367.1,2089.2,901.8,252.1,649.7,1187.4,593,587.2,478.7,172.9,232.3,73.5,108.4,5.8,-29.6,279.6,218.5,61.1,309.3,257.2,52.1,714.5,347.6,245.8,101.8,366.9
3407.8,2150.9,921.1,264.4,656.7,1229.8,549.2,589.1,471.5,168.3,228.9,74.4,117.5,-39.8,-29.6,265.3,205.5,59.8,294.9,241.5,53.4,737.2,362.9,255.9,106.9,374.4
3480.3,2190.6,925.9,268.9,657,1264.7,565.5,600.6,462.1,158.6,227.1,76.4,138.5,-35.1,-24.5,270.7,209.7,61,295.3,242.5,52.7,748.8,370.1,259.3,110.8,378.7
3583.8,2254.5,962.6,289.6,673,1291.9,613.8,621.4,466.4,149.5,237.6,79.4,155,-7.7,-45.4,272.5,209.1,63.4,318,262.8,55.2,761,378.8,267.1,111.7,382.2
3692.3,2324.3,990.8,302.4,688.4,1333.5,652.3,656.5,485.4,152.6,249.8,82.9,171.1,-4.2,-65.2,278.2,214.3,63.9,343.4,285.9,57.5,780.9,391.7,271.7,120,389.2
3796.1,2376.7,1015.8,319.3,696.5,1360.9,718.5,694.6,514.7,156.6,271.4,86.7,179.9,23.9,-71.4,286.6,223.1,63.5,358,299.6,58.4,772.3,380.1,279.2,100.9,392.2
3912.8,2422.8,1037.9,331.4,706.5,1384.9,790.9,717.9,531.5,165.7,275.6,90.1,186.4,73,-95,293,224.3,68.6,388,322.5,65.5,794.2,391.1,286.2,104.9,403
4015,2481.2,1063.6,341.3,722.4,1417.6,818.9,749.6,558.3,175.8,289,93.5,191.3,69.3,-104.3,302.2,230,72.2,406.5,337.9,68.6,819.2,406.9,292.6,114.3,412.2
4087.4,2519.7,1066.6,342.1,724.6,1453.1,838.9,767.5,576.6,182.5,297.3,96.8,190.9,71.3,-103.8,305.7,234.4,71.3,409.6,339.9,69.7,832.7,409.5,294,115.4,423.2
4147.6,2568.9,1086.6,353.8,732.8,1482.3,831.7,783.8,590.9,185.5,305.6,99.8,192.9,48,-107.8,308.6,236.4,72.2,416.4,345,71.3,854.7,423,305.8,117.2,431.7
4237,2643.9,1110.4,368,742.4,1533.5,809.9,793.6,599.4,194.9,302.6,101.9,194.2,16.2,-91.3,306,232.1,73.9,397.3,325.4,71.9,874.5,432.2,310.9,121.3,442.3
4302.3,2691.2,1126,373.3,752.8,1565.2,827,805.4,609.1,195.2,309.5,104.3,196.3,21.6,-114.4,304.1,228.7,75.4,418.6,344.4,74.1,898.5,443.8,320.5,123.4,454.7
4394.6,2764.7,1156.9,396.5,760.5,1607.8,822.2,805.9,604.4,192.2,306.1,106.1,201.4,16.3,-116.9,297.3,222.2,75.1,414.2,340.5,73.6,924.6,458.7,333.8,124.9,465.9
4453.1,2790.9,1157.1,383.8,773.3,1633.8,859.5,826.4,618.1,195.8,313.4,108.9,208.4,33.1,-133.4,305.4,226.9,78.5,438.9,362.8,76,936.1,462.4,338.7,123.7,473.7
4516.3,2834.7,1170.9,391.6,779.3,1663.9,863.5,833.1,613.5,191.7,310.8,111.1,219.5,30.4,-126,313.4,224.5,88.9,439.4,357.7,81.7,944.2,459.7,335.1,124.6,484.4
4555.2,2863,1174.7,407.3,767.5,1688.3,855.2,839.6,605,174.5,317.5,113,234.6,15.7,-128.9,315.1,227.9,87.3,444,365.1,78.9,965.8,474.5,347.8,126.7,491.3
4619.6,2929.7,1216.7,445.7,771,1713,835.8,842.8,602,169,318.6,114.3,240.9,-7,-139,320.5,229.8,90.7,459.4,374.8,84.7,993,492.9,362,130.8,500.2
4669.4,2966.1,1220.1,441.1,779,1746,842.1,854.8,610.6,170.9,323.9,115.8,244.3,-12.8,-133.6,335,243.6,91.4,468.6,382.5,86.2,994.8,486.4,351.9,134.5,508.4
4736.2,2998.3,1215.9,418.5,797.4,1782.4,871.2,843.2,596.6,166.9,312.6,117,246.7,28,-141.2,336.5,243,93.5,477.7,389.5,88.1,1008,489.6,358.7,130.9,518.4
4821.5,3068.8,1251.4,439.1,812.3,1817.4,874.6,858.1,608.4,169.6,320.2,118.6,249.7,16.5,-147,355.4,258.8,96.6,502.3,409.1,93.3,1025,499.2,369.3,129.9,525.9
4900.5,3133.5,1281.2,460.5,820.7,1852.3,876.5,875.5,625.5,177.6,327.1,120.8,250,1,-145.5,371.9,272.1,99.8,517.3,422.8,94.5,1036,502.2,376.1,126.1,533.7
5022.7,3167.6,1276.7,449.9,826.8,1890.9,946.5,883.4,630.5,182.7,323.8,124,252.8,63.1,-145.4,392.1,288.3,103.8,537.5,437.7,99.8,1054,509.8,375.7,134.1,544.2
5090.6,3249,1308.8,470.4,838.4,1940.2,908.6,891.6,641.5,178.6,335.6,127.3,250.1,17,-124,418.7,311.2,107.5,542.7,441.5,101.2,1057,504,376.3,127.7,553
5207.7,3309,1326.8,473.2,853.5,1982.2,934.5,914.9,659.4,184.2,344.8,130.4,255.5,19.6,-106.6,439.5,328.5,111,546.1,445.7,100.4,1070.8,505.4,378.5,127,565.4
5299.5,3378.3,1341.2,470.4,870.8,2037.2,942,923.8,666.3,183.5,349.1,133.7,257.5,18.2,-99.3,453.6,338.7,114.9,552.8,451.1,101.7,1078.4,505.8,377.6,128.2,572.6
5412.7,3451.3,1372.5,486.2,886.3,2078.8,962.8,943.6,681.9,184.9,357.7,139.3,261.7,19.1,-107.7,466.6,349.8,116.8,574.3,470.2,104.1,1106.4,520,386.1,133.9,586.4
5527.4,3506.1,1389,486.4,902.5,2117.1,1005.4,957.2,696.3,189.5,363.4,143.5,260.9,48.1,-101,485.2,360.5,124.7,586.2,482,104.2,1116.9,517.5,379.2,138.3,599.3
5628.4,3569.5,1421.1,493.3,927.7,2148.4,1001,964.7,708.9,189.6,371.6,147.7,255.8,36.3,-88.2,507.2,379.6,127.6,595.4,490.7,104.7,1146.1,531.8,389.5,142.4,614.3
5711.6,3625.6,1441.9,505.6,936.3,2183.6,996.5,986.7,731.2,197.7,381,152.4,255.5,9.8,-75.1,509.4,379,130.3,584.4,477.4,107,1164.6,538.5,394.8,143.7,626.1
5763.4,3670.1,1443.2,491.9,951.3,2226.9,995.9,979.4,727.5,198.1,372.6,156.9,251.9,16.6,-82.8,515.4,379.9,135.5,598.2,489,109.1,1180.2,537.7,391.1,146.5,642.5
5890.8,3754.5,1489.6,515.4,974.2,2264.9,1010.8,996.9,740.9,204.1,376.4,160.3,256,14,-88.5,538.2,396.2,142,626.8,510.4,116.4,1214,552.6,399.8,152.8,661.4
5974.7,3800.2,1479.3,498.4,980.9,2320.9,1014.8,981.1,734.2,204.6,365.7,163.9,246.9,33.7,-68.8,545.9,400.6,145.3,614.8,495.8,119,1228.6,559.5,402.5,157,669.1
6029.5,3863.4,1496.7,493.6,1003.1,2366.7,1000.7,978.8,744.3,205.5,373.6,165.1,234.5,21.9,-75,555.1,406.3,148.8,630.1,506.3,123.8,1240.4,558,398.5,159.4,682.4
6023.3,3884.4,1499.7,480.9,1018.8,2384.7,947.6,958.9,737.6,197.4,371.8,168.4,221.3,-11.3,-79.1,568.2,409.9,158.3,647.3,519.8,127.5,1270.4,570,410.1,159.8,700.5
6054.9,3890.2,1485.8,471.7,1014.1,2404.4,924.6,940.1,729.8,194.9,361.3,173.6,210.3,-15.5,-47.1,573.2,420.7,152.5,620.3,497,123.4,1287.2,582.9,417.3,165.6,704.3
6143.6,3943.7,1497,475.2,1021.8,2446.7,926.6,944.6,726.8,189.9,358.2,178.7,217.8,-18,-23.2,590.7,427.1,163.6,613.9,491,122.9,1296.6,585.5,417.5,168,711.1
6218.4,3989.6,1508.7,484.3,1024.4,2480.9,947.5,946.6,720.1,177.5,362.6,180.1,226.5,0.8,-21.1,600.6,431.6,169,621.7,500.4,121.2,1302.4,580.9,411.9,169,721.5
6279.3,4017.1,1498.2,477.5,1020.7,2518.9,978.8,947.6,717.6,172.2,361.4,184.1,230.1,31.1,-23.1,615.2,441.2,174.1,638.3,514.5,123.8,1306.5,573.7,401.1,172.6,732.9
6380.8,4117.7,1533.8,496.2,1037.7,2583.8,956.8,956.5,714.2,169.9,360.1,184.2,242.4,0.2,-20.5,625.3,449.7,175.6,645.8,523.5,122.4,1326.9,578.6,400.2,178.4,748.3
6492.3,4173.4,1548.2,501,1047.2,2625.2,1013.1,989.9,736.7,170.6,379.5,186.5,253.2,23.2,-32.8,626.2,448.8,177.4,659,537.9,121.1,1338.7,582.2,402.8,179.3,756.5
6586.5,4245.4,1573.1,512.1,1061.1,2672.3,1024.2,1003.7,748.6,173,387.6,187.9,255.1,20.5,-38.5,639.4,460.6,178.8,677.9,553.9,124,1355.4,592.7,411.1,181.5,762.8
6697.6,4326.2,1597.9,523.1,1074.8,2728.3,1058,1036.7,768.3,176.7,399.6,192.1,268.3,21.3,-47.1,641.4,462.2,179.2,688.5,564.5,124,1360.5,593,404.7,188.3,767.5
6748.2,4368.5,1607,527.9,1079.1,2761.5,1083.9,1048,776.6,175.6,406.6,194.4,271.4,35.9,-55.7,643.6,460.4,183.2,699.3,575.9,123.4,1351.5,577,389.6,187.4,774.5
6829.6,4437.5,1634.2,547.8,1086.3,2803.3,1094.5,1070.4,792.4,174.1,421.5,196.7,278,24.1,-63.2,653.1,466.9,186.2,716.3,590.1,126.1,1360.9,575.6,388.4,187.2,785.3
6904.2,4506,1649.2,556.6,1092.5,2856.9,1095.9,1089.3,798.4,176,425,197.5,290.9,6.6,-68.4,650.9,462.6,188.3,719.3,592.1,127.1,1370.6,578.9,390,188.9,791.7
7032.8,4572,1679.1,573.8,1105.3,2893,1153,1136.4,829.5,182.9,447.4,199.1,306.9,16.6,-73.4,671.6,481.1,190.5,745,612.9,132.1,1381.3,582,392.2,189.8,799.3
7136.3,4640.9,1705.7,588.8,1116.8,2935.2,1202.1,1156.7,841.1,178.5,461.8,200.8,315.6,45.4,-80.6,681.2,484.1,197.1,761.8,627.2,134.6,1373.9,564.4,373.3,191.1,809.5
7269.8,4702.9,1726.8,598.7,1128.1,2976.1,1265.1,1183.7,855.7,187.1,465.4,203.2,327.9,81.4,-90.6,707,505.3,201.7,797.6,662,135.5,1392.4,569,379.2,189.8,823.4
7352.3,4773.1,1758.9,609.3,1149.6,3014.2,1251.6,1198.4,871.9,188.1,476.5,207.4,326.4,53.2,-96.9,736.9,533.8,203.1,833.8,695.7,138.1,1424.4,584,392.5,191.4,840.5
7476.7,4847.2,1794.8,631.8,1163,3052.4,1307.2,1232,906.6,193.4,501.9,211.4,325.4,75.1,-101.9,758.6,550.3,208.3,860.6,722.3,138.2,1424.2,573.4,376.2,197.1,850.8
7545.3,4883.3,1788.1,621.3,1166.9,3095.2,1327.3,1266.1,944.3,201.2,525.3,217.8,321.8,61.2,-105.3,781.6,571.6,210,886.9,745.5,141.4,1440,577.6,377.6,199.9,862.4
7604.9,4955,1803.9,626.9,1177,3151.1,1303.8,1270.1,956.6,207.4,525.4,223.8,313.5,33.8,-109.5,798.9,583.2,215.7,908.3,764.3,144.1,1455.6,579.7,380.6,199.1,875.9
7706.5,5020.5,1826.2,642.5,1183.7,3194.2,1303.2,1291.9,965.5,210.3,524.8,230.4,326.4,11.3,-74.4,831.4,605.8,225.6,905.8,759.7,146.1,1457.3,576.9,376.5,200.4,880.4
7799.5,5077.9,1843.9,652.2,1191.7,3234,1335.6,1317.2,982.5,210.2,537,235.3,334.6,18.4,-69.8,839.4,609.3,230.2,909.2,760.4,148.8,1455.7,567.3,369.5,197.7,888.5
7893.1,5153.8,1871,659.8,1211.2,3282.8,1355.2,1348.3,1003.6,214.3,546,243.3,344.7,6.9,-88.8,847.9,617.1,230.8,936.7,784.5,152.2,1472.9,577.2,375.3,201.9,895.8
8061.5,5244.1,1915.9,676.3,1239.5,3328.3,1418.6,1388,1026.6,219.8,556.9,250,361.4,30.5,-93.7,859,621.2,237.9,952.8,798.4,154.4,1492.5,582.5,380.9,201.6,910
8159,5298.3,1925.9,679.4,1246.5,3372.4,1474.4,1423.4,1059.1,225.3,577,256.8,364.3,51.1,-114.2,859.6,626.5,233.1,973.8,814.4,159.3,1500.5,576.9,376,200.9,923.6
8287.1,5376.1,1957.9,689.6,1268.3,3418.1,1480,1445.3,1083.5,238.9,581.4,263.2,361.8,34.7,-88.8,903.8,650.3,253.5,992.6,832.5,160.2,1519.8,576.3,373.9,202.3,943.6
8402.1,5456.7,1986.7,705.6,1281.1,3470,1522,1472.2,1106.8,242.7,587.5,276.7,365.4,49.8,-108.8,918.4,668.9,249.5,1027.2,861.5,165.8,1532.2,572.1,363.8,208.3,960.1
8551.9,5495.1,1974.5,696.6,1277.9,3520.6,1589.9,1501.5,1129.2,242.6,602.3,284.2,372.3,88.4,-85.2,954.5,701,253.5,1039.7,872,167.7,1552.2,585.7,374.4,211.3,966.5
8691.8,5603.5,2020.5,722.8,1297.7,3583,1625.3,1557.4,1178.4,255.7,630.5,292.3,379,67.9,-96.8,974.1,717.5,256.5,1070.9,898.4,172.5,1559.8,585.4,372.1,213.3,974.4
8788.3,5687.6,2045.4,737.2,1308.2,3642.2,1645.3,1567.6,1181.9,260.1,623.1,298.6,385.8,77.7,-117,968.3,712.2,256.2,1085.3,910.8,174.5,1572.4,586.5,375.5,211,985.9
8889.7,5745.9,2044.8,737.7,1307.1,3701.2,1712.3,1607.2,1212.4,261.4,645.8,305.3,394.8,105.1,-135.2,963,708.2,254.9,1098.2,920.8,177.4,1566.7,571.5,355.5,216,995.3
8994.7,5857.8,2089.5,769.2,1320.3,3768.3,1694.8,1657.4,1246.1,278.2,655.9,312.1,411.3,37.3,-162.3,947.3,683.7,263.6,1109.6,926.9,182.7,1604.4,586.6,368.7,217.9,1017.8
9146.5,5952.8,2120.1,785,1335.1,3832.7,1739.8,1687.4,1259.8,279.8,658.4,321.6,427.6,52.4,-174.6,935.3,676.6,258.7,1109.9,922.5,187.4,1628.6,584.7,373.8,210.9,1043.8
9325.7,6055.5,2180.5,825.2,1355.3,3875.1,1794.4,1734.4,1292.9,281.2,680,331.7,441.5,60,-178.7,966.3,701.8,264.5,1145,952.8,192.2,1654.3,593.6,372.8,220.7,1060.8
9447.1,6129,2204.8,819.9,1384.8,3924.2,1850.6,1767.2,1319.9,282.5,695.1,342.3,447.4,83.4,-208.5,961.6,688.1,273.5,1170.1,978.5,191.6,1676,594.5,370,224.5,1081.5
9557,6253,2272.7,854.8,1417.9,3980.3,1845.8,1810.7,1351.4,281.4,712.1,357.9,459.3,35.1,-245.4,972.8,697.3,275.5,1218.2,1024.5,193.6,1703.7,601.1,375.9,225.1,1102.6
9712.3,6357.2,2310.9,871.2,1439.7,4046.3,1890.9,1850.4,1383.8,283.2,728.1,372.4,466.6,40.5,-276.1,1002.4,717.1,285.3,1278.5,1078.3,200.2,1740.2,614.6,387.5,227.1,1125.6
9926.1,6488.9,2358.6,876.3,1482.3,4130.3,1949.4,1865.2,1391.4,288.6,719.1,383.6,473.8,84.2,-296.5,1031.2,744.4,286.8,1327.7,1123.5,204.2,1784.2,631.6,397.4,234.2,1152.7
10031,6642.7,2412.7,920.9,1491.8,4230,1945.9,1929.8,1445.5,298.2,749.4,397.9,484.2,16.2,-352.8,1054,762.2,291.8,1406.8,1194.2,212.6,1795.1,618.1,380.7,237.4,1177
10278.3,6737.3,2436.8,901.9,1534.8,4300.5,2071.8,1981.3,1494.7,313.5,774,407.3,486.6,90.4,-359.6,1092.7,791.3,301.4,1452.3,1232.4,219.9,1828.9,639.3,397.4,241.9,1189.6
10357.4,6845.1,2468.8,911.7,1557.2,4376.3,2055.8,1998.5,1515.5,327.9,774,413.6,483.1,57.2,-388.5,1125.2,822.8,302.4,1513.7,1284.1,229.6,1845,636.2,393.5,242.7,1208.9
10472.3,6944.4,2493.1,915.8,1577.3,4451.3,2061.6,2007.2,1519.4,333,767,419.4,487.8,54.3,-402.4,1115.4,812.7,302.7,1517.8,1295.2,222.5,1868.7,636.1,395.2,240.9,1232.6
10508.1,7020.4,2498.9,926.8,1572.1,4521.5,1967.5,1998.2,1501.5,328.3,751.7,421.5,496.7,-30.6,-391.7,1096.7,799.3,297.4,1488.4,1265.2,223.2,1911.9,652.5,403.4,249,1259.4
10638.4,7072.1,2509.7,919.5,1590.2,4562.4,1967,1978.6,1467.6,335.1,716,416.4,511,-11.6,-359.3,1054.6,764,290.6,1413.9,1189.6,224.3,1958.6,666.4,410.3,256.1,1292.3
10639.5,7103.4,2514.9,923.9,1591,4588.5,1937.3,1967.5,1445,343.2,692.4,409.4,522.4,-30.1,-366.7,998.5,717.8,280.7,1365.2,1145.8,219.3,1965.5,674.9,416.5,258.3,1290.6
10701.3,7216.6,2577.5,995.9,1581.6,4639.1,1842.7,1923.5,1401.5,312.4,686,403.1,522.1,-80.8,-357,957.1,694.2,262.8,1314.1,1106.1,208,1999.1,683.3,420.7,262.6,1315.8
10834.4,7251.4,2559.5,974.9,1584.6,4691.8,1910,1910.2,1371.9,298.6,671.4,401.9,538.3,-0.2,-375.3,973.3,690.5,282.8,1348.6,1123.6,225,2048.3,714.4,438.7,275.7,1333.9
10934.8,7344.5,2587.8,979.7,1608.2,4756.7,1925.6,1906.5,1351.6,285.3,660.7,405.6,554.8,19.1,-416,1007.5,718.3,289.2,1423.5,1197.7,225.8,2080.6,733.1,450.1,283,1347.6
11037.1,7433.1,2620.2,1003.5,1616.6,4813,1927.9,1902.6,1343.7,274.2,658.9,410.6,558.9,25.3,-431.6,1021.6,729.8,291.8,1453.2,1225.3,227.9,2107.7,746.2,459.5,286.7,1361.6
11103.8,7507.2,2626.8,983.3,1643.5,4880.4,1936.5,1906.7,1328.4,273.5,647.5,407.3,578.3,29.8,-483,1007.6,714,293.6,1490.6,1250.7,239.9,2143.1,768.8,479.1,289.7,1374.2
11230.1,7593.5,2656.5,974,1682.5,4937,1960.2,1929.2,1327.8,274.8,642.2,410.8,601.4,31,-501.6,1011.5,722.8,288.7,1513.1,1275.1,238,2178,789.3,490.2,299.1,1388.7
11370.7,7684.6,2676.3,1007.8,1668.5,5008.3,1970.5,1970.9,1359.1,282.2,660.7,416.1,611.9,-0.4,-501.4,1012.3,724.6,287.7,1513.7,1278.6,235.1,2216.9,831.4,526.8,304.6,1385.5
11625.1,7845.5,2765.1,1042.3,1722.9,5080.4,2048.3,2040.1,1388.5,283.1,679.6,425.9,651.6,8.1,-499.9,1042.5,739.6,302.9,1542.4,1288,254.4,2231.2,830.5,522.7,307.8,1400.8
11816.8,7938.5,2788.3,1046,1742.3,5150.2,2132.8,2094.4,1411.5,287.2,693.4,430.9,682.9,38.4,-511.7,1094.8,778.6,316.1,1606.5,1343.1,263.5,2257.3,848.1,539.9,308.2,1409.3
11988.4,8076.8,2841.5,1062.3,1779.2,5235.3,2155.2,2106.3,1400.3,287,680.6,432.6,706,48.9,-546.6,1141.3,803.2,338,1687.9,1410,277.9,2303.1,872.5,554.8,317.7,1430.6
12181.4,8186.3,2873.2,1071.7,1801.6,5313.1,2259.5,2183.3,1440.2,295.2,709.6,435.4,743.1,76.2,-608,1172.3,829.1,343.2,1780.3,1493.5,286.9,2343.6,886.7,564.7,322.1,1456.8
12367.7,8312.7,2910.2,1084.2,1825.9,5402.5,2311.3,2249,1485.6,307.9,732,445.7,763.4,62.3,-638,1186,840.6,345.4,1824,1533.1,290.9,2381.8,906.9,585.6,321.3,1474.9
12562.2,8464.3,2976.1,1101.1,1875,5488.2,2380.8,2312.7,1526.5,317.1,754.6,454.8,786.2,68,-684,1226.4,864.6,361.9,1910.5,1609.7,300.8,2401.2,903.3,575.8,327.5,1497.9
12813.7,8573.1,3006.4,1110.5,1895.9,5566.7,2475.2,2375.7,1560.5,330.8,765,464.8,815.1,99.5,-676.8,1268.2,890.4,377.8,1945,1642,303,2442.2,931.2,596.8,334.5,1511
12974.1,8723.9,3057.4,1140.6,1916.8,5666.5,2469.5,2438.9,1595.2,337.9,782.6,474.7,843.7,30.6,-689.1,1300.1,925,375.2,1989.2,1682.2,307,2469.7,938.2,605,333.1,1531.5
13205.4,8888.1,3125.4,1145.4,1980,5762.6,2527.2,2509.3,1633.8,348.3,805.2,480.3,875.5,17.9,-731.4,1310.9,929,381.9,2042.3,1729.1,313.2,2521.6,963.1,623.4,339.7,1558.4
13381.6,8991.3,3131.9,1112.4,2019.5,5859.4,2636.5,2546.2,1656.4,365.6,810,480.8,889.9,90.2,-787.5,1356.4,962,394.4,2143.9,1824.2,319.7,2541.3,952.8,607.8,344.9,1588.5
13648.9,9134.3,3191.9,1153.3,2038.6,5942.4,2699.7,2625.2,1729.4,389,851.3,489.1,895.9,74.4,-777.2,1417.2,1010,407.2,2194.4,1855.9,338.5,2592.2,995.3,633.5,361.9,1596.9
13799.8,9253.7,3222.3,1147,2075.3,6031.4,2697,2619.7,1761,410.8,852.4,497.7,858.7,77.3,-781.6,1463.4,1040.6,422.8,2245,1900.2,344.8,2630.7,998.7,641.4,357.3,1631.9
13908.5,9374.3,3267.5,1158,2109.5,6106.8,2684.4,2607.3,1793.6,425.9,857.3,510.5,813.7,77.1,-805.6,1480.1,1057,423.2,2285.7,1941.6,344.2,2655.4,1000.4,638.7,361.6,1655
14066.4,9453.6,3261.4,1166.1,2095.3,6192.2,2641.6,2602.5,1821.2,436.7,863.6,521,781.3,39.1,-719.4,1544.5,1090.7,453.8,2263.9,1900.9,363,2690.6,1013.5,655.9,357.6,1677
14233.2,9591.9,3302.1,1173.4,2128.8,6289.7,2634.2,2614,1864.7,458.1,876.9,529.7,749.3,20.2,-728.5,1580.5,1111.5,468.9,2308.9,1942.5,366.5,2735.6,1018.3,654.5,363.8,1717.3
14422.3,9700.9,3351.1,1184.9,2166.1,6349.8,2671.9,2624.8,1907.5,485.3,888.2,534.1,717.3,47.1,-733,1625.1,1142.2,482.8,2358,1981.9,376.2,2782.5,1040.8,672.6,368.2,1741.7
14569.7,9799.2,3374.5,1190.2,2184.3,6424.7,2658.2,2609.6,1937.9,512.6,887.6,537.6,671.7,48.6,-712.1,1687.5,1182.9,504.7,2399.6,2015.1,384.5,2824.3,1063.9,690.7,373.2,1760.5
14685.3,9910,3418.6,1190.1,2228.6,6491.4,2610.6,2588.7,1972.3,531.7,890.4,550.2,616.4,21.9,-700.6,1765.4,1229.1,536.4,2466,2075.7,390.4,2865.3,1076.1,697.1,379,1789.1
14668.4,9974.4,3406.3,1152.3,2253.9,6568.1,2527,2547.2,1981.6,540.2,878.9,562.5,565.5,-20.1,-756.8,1814.6,1280.4,534.2,2571.4,2165.2,406.1,2923.8,1110.7,719.7,391,1813.1
14813,10095.8,3458.8,1139.8,2318.9,6637,2493.3,2517.2,1978.7,553.8,856.9,568,538.4,-23.9,-759.4,1920.5,1365.2,555.3,2679.9,2264.9,415,2983.4,1140.5,741.2,399.2,1842.9
14843,10124.9,3450.3,1101.9,2348.4,6674.6,2435.9,2454.7,1947.3,559.3,822.4,565.5,507.4,-18.8,-773.6,1923.6,1375.8,547.8,2697.2,2273.7,423.5,3055.9,1180,776.6,403.3,1875.9
14549.9,9859.6,3187.5,1015.1,2172.4,6672.1,2243.1,2308.3,1856.2,556.2,742.4,557.6,452.1,-65.1,-602.4,1709.1,1173.8,535.3,2311.6,1893.6,417.9,3049.7,1191.2,778.9,412.3,1858.5
14383.9,9770.2,3137,1012,2124.9,6633.3,1972.1,2117.8,1712.3,508,659,545.3,405.5,-145.6,-393.9,1519.5,1012.1,507.4,1913.4,1524.3,389,3035.4,1182.2,760.2,422,1853.1
14340.4,9769.8,3148.4,1004.8,2143.6,6621.4,1825.9,2013.8,1637.5,455.2,634.4,548,376.3,-187.9,-341.7,1522.7,1010.9,511.8,1864.5,1478.7,385.7,3086.5,1214.6,785.4,429.2,1871.9
14384.1,9890.8,3244.9,1045.8,2199.1,6645.9,1786.4,1992.3,1600.3,412.7,639.1,548.5,392,-205.9,-405.6,1596.4,1074.2,522.2,2002,1609,393,3112.5,1233.2,802.8,430.4,1879.3
14566.5,9957.1,3263.5,1030.7,2232.8,6693.6,1928,1978.8,1583.6,376.9,644.8,561.9,395.2,-50.8,-440.6,1712.3,1163.3,549,2152.9,1749.1,403.8,3122,1240.7,804.6,436,1881.3
14681.1,10044.5,3304.9,1040.2,2264.7,6739.7,1989.5,1977.5,1594.4,352.4,682.7,559.2,383.1,12.1,-488.7,1753.2,1208.7,544.5,2241.9,1838.6,403.4,3135.7,1269.2,811.9,457.3,1866.5
14888.6,10137.7,3325.6,1064.7,2260.9,6812,2092.7,2042.6,1641.8,364.5,719,558.3,400.8,50.1,-523.2,1814,1256.4,557.6,2337.3,1928.7,408.6,3181.5,1304.6,829.3,475.2,1876.9
15057.7,10233.4,3362.4,1075.1,2287.3,6871,2164.6,2043,1677.4,361.1,751.2,565.1,365.6,121.5,-535,1869.8,1288,581.9,2404.9,1984.2,420.7,3194.7,1321.6,846.3,475.3,1873.1
15230.2,10393.2,3458.4,1102.8,2355.6,6934.8,2156.5,2094.1,1719.3,370.1,774.4,574.8,374.7,62.4,-503.7,1972.2,1365.3,607,2475.9,2047.9,428,3184.2,1320.1,843.5,476.6,1864.2
15238.4,10523.5,3534,1115.3,2418.7,6989.6,2123.5,2097.2,1722.4,343.2,798.3,580.9,374.8,26.3,-562.5,2033.3,1416,617.3,2595.8,2172.5,423.3,3153.8,1298.1,823.4,474.7,1855.8
15460.9,10651.4,3588,1112.3,2475.6,7063.4,2212.7,2149.6,1768.5,371.3,809.7,587.5,381.1,63,-586.9,2108.3,1467.7,640.6,2695.3,2251.7,443.5,3183.8,1314.9,844.9,470,1869
15587.1,10754.5,3613,1123.8,2489.2,7141.4,2228.2,2243.1,1854.5,397.1,861.7,595.7,388.6,-14.9,-572.4,2142.9,1487.8,655.1,2715.3,2263.6,451.7,3176.8,1305.9,851.5,454.5,1870.9
15785.3,10827.9,3650.9,1149.8,2501.1,7177,2395.2,2302.5,1902.9,415,883.3,604.6,399.6,92.6,-598.1,2141,1496,645,2739.1,2291.1,448,3160.4,1294.9,828,466.9,1865.5
15973.9,10956.2,3714.4,1178.8,2535.6,7241.8,2460.8,2395.3,1971.5,439.7,920.4,611.4,423.8,65.4,-614.7,2169.6,1511.2,658.4,2784.3,2331.4,452.9,3171.6,1300.5,826.4,474.1,1871
