        Gross domestic product,Personal consumption expenditures,    Goods,        Durable goods,        Nondurable goods,    Services,Gross private domestic investment,    Fixed investment,        Nonresidential,            Structures,            Equipment,            Intellectual property products,        Residential,    Change in private inventories,Net exports of goods and services,    Exports,        Goods,        Services,    Imports,        Goods,        Services,Government consumption expenditures and gross investment,    Federal,        National defense,        Nondefense,    State and local
108.714,109.133,106.111,92.751,113,110.716,105.314,105.7,104.303,111.868,100.402,104.743,111.575,---,---,112.755,112.761,112.761,114.064,115.449,108.096,111.115,109.32,108.619,110.509,112.349
109.178,109.425,105.845,92.202,112.906,111.303,105.951,106.325,104.618,112.744,100.605,104.836,113.517,---,---,112.483,112.07,113.391,113.462,114.664,108.332,111.668,109.726,108.941,111.05,112.999
109.321,109.422,104.905,91.494,111.837,111.797,106.412,106.775,104.853,113.289,100.887,104.781,114.874,---,---,110.529,109.301,113.21,111.429,112.286,107.887,111.672,109.79,108.927,111.235,112.966
109.307,108.979,102.728,90.977,108.682,112.275,106.395,106.916,105.014,112.622,101.258,105.201,114.92,---,---,107.885,105.847,112.286,106.829,106.916,106.873,111.085,109.845,108.853,111.493,111.969
109.922,109.472,103.043,90.829,109.275,112.863,106.358,106.849,104.932,111.906,101.265,105.417,114.898,---,---,107.639,105.378,112.5,105.52,105.29,107.061,111.682,110.093,109.062,111.8,112.787
110.268,109.784,102.806,90.231,109.264,113.469,106.663,107.184,105.141,112.168,101.285,105.889,115.726,---,---,106.548,103.82,112.395,104.304,103.94,106.466,111.816,110.096,109.01,111.888,113.003
110.498,109.892,102.144,89.813,108.459,113.99,106.742,107.3,105.116,112.113,101.299,105.825,116.371,---,---,105.039,101.739,112.086,102.252,101.524,106.111,111.835,109.881,108.765,111.717,113.169
110.635,109.969,101.109,89.619,106.917,114.663,106.889,107.467,105.172,111.682,101.366,106.168,116.952,---,---,103.669,99.084,113.41,100.675,99.613,106.087,111.713,110.286,109.015,112.356,112.715
111.268,110.519,101.301,89.045,107.582,115.405,107.366,108.048,105.476,112.566,101.392,106.526,118.553,---,---,104.671,100.513,113.515,101.211,100.233,106.239,112.462,110.869,109.585,112.961,113.57
111.662,110.921,101.083,88.128,107.809,116.142,107.649,108.412,105.532,112.402,101.655,106.416,120.07,---,---,105.292,101.113,114.182,101.933,101.159,106.024,113.061,111.331,110.034,113.443,114.254
112.238,111.477,101.454,87.418,108.873,116.798,108.171,108.936,105.778,113.13,101.575,106.833,121.637,---,---,105.965,101.554,115.352,102.459,101.756,106.227,113.643,111.791,110.438,113.983,114.916
